gene_name,GSM2648567,GSM2648568,GSM2648569,GSM2648570,GSM2648571,GSM2648572,GSM2648573,GSM2648574,GSM2648575,GSM2648576,GSM2648577,GSM2648578,GSM2648579,GSM2648580,GSM2648581,GSM2648582,GSM2648583,GSM2648584,GSM2648585,GSM2648586,GSM2648587,GSM2648588,GSM2648589,GSM2648590
EIF2C1,9.964342261748168,9.751592612196394,9.957645628011264,9.845260055181564,9.814158875883424,9.903078622240493,9.90876644062265,9.724161063194787,9.928688881376805,9.272160323367372,10.017509943934675,9.89871986558419,9.816639751372284,10.027221746129591,9.937635407924956,9.940756311681572,10.01771195229234,9.241907852374176,10.07744724023927,10.100832551266718,9.962289249287538,10.000159140234075,9.999348883490093,9.989635227080631
RPS27,12.221893059181621,12.43349422666806,12.31576683539025,12.362538344237171,12.270822411896114,12.444284526971705,12.462810745456888,12.484338241583414,12.13387277431142,12.159541413589075,12.25798826798641,12.341345902311664,12.33591876028581,12.177409099720826,12.315538693108387,12.189184507334843,12.332712866779378,12.218869786621122,12.208164695035954,12.502118437875728,12.19019960623339,12.29429223643291,12.264660495605588,12.199529039586071
MFSD2A,10.655266492577613,11.181889885922194,10.919386042304067,10.862452105804019,11.517104243153577,11.153730998323917,10.653023904891494,10.68302043983386,10.964585950611712,12.443507716686106,11.118173311761009,10.97464168018619,11.665997483823258,11.14422086208482,10.947195329237287,10.982734312473344,10.578977318372095,12.093053496239385,10.811855089544608,10.642010224388303,11.758551725731984,10.81472147616129,10.701359591342444,10.554631537744392
RLF,11.750930276206352,11.71809465309233,11.756441626587803,11.786340452159415,11.814475657142436,11.768338429562808,11.76635429236346,11.627459213406116,11.797912706186189,11.964464356777432,11.823809621299471,11.81319599882186,11.822390741167156,11.741181166224653,11.835501954264961,11.798251489450246,11.849065861094122,11.943675538316905,11.955527995006763,11.833506262520261,11.885633895895568,11.696655255274795,11.863274585848528,11.970720405878678
SMAP2,12.911778423596443,12.857597266309414,12.7807532197754,12.840090293314319,12.892741450113183,12.871924098930554,12.827947914748483,12.855600380160093,12.753415861822186,12.980649281291962,12.799157981467845,12.741300018064333,12.858155198659645,12.80361434817767,12.692987296971777,12.737714047986158,12.831079956314817,12.998806196507084,12.82655079930573,12.791056277297741,12.844618345899967,12.832330709360278,12.801886571366952,12.856140754959368
ZNF642,10.360130349024947,10.185581158676282,10.315058921609893,10.282624730925816,10.250830573396613,10.300262996099008,10.39437007758112,10.191421269619738,10.285236303719907,9.0280209940761,10.185537588923797,10.204799267368896,10.152225405294104,10.156662325892567,10.189627541600384,10.253496748877135,10.224622384324633,9.32677105076047,10.225858305791396,10.196004519074116,10.110368993774626,10.195629832960764,10.293839093329526,10.196771356470935
NFYC,12.587277790058241,12.537238062088214,12.569879967233588,12.506317855726,12.467063991747871,12.58113079100777,12.506388020727258,12.543289258081298,12.543587256700963,12.501636128422126,12.53334612728737,12.550301847373257,12.51431694902766,12.533869924938195,12.52367452364048,12.524978665958137,12.664025053764357,12.657800040999515,12.625826982437806,12.665588635638539,12.555115113956134,12.60283690721458,12.613952361118278,12.63036051491001
CTPS,10.631706843829843,11.054781943016552,10.709614060131129,10.683207648052962,11.07375176887424,11.009339978285867,10.593827606222249,10.80790681049732,10.852101957963697,11.019658665035573,10.93540272469448,10.825897096249271,11.019036576756935,11.03548837877575,10.94305991631677,10.9414025821978,10.857515798747047,11.357999802304168,10.934484655833707,10.957159491468786,11.20234873543415,11.067792380084816,10.844892970631781,10.929382759552748
PPCS,10.545955327062261,10.375973141112574,10.510794712354087,10.54896677731242,10.415534575445818,10.395062755200913,10.51369261677371,10.41132269016131,10.631069009975008,10.24106216998979,10.54480453398602,10.636353883970013,10.54917008366397,10.602735092129121,10.695612750913746,10.661016252880984,10.547301061639988,10.33733247872582,10.526599144810003,10.680574740656105,10.510833149112885,10.44257369387451,10.688780688062108,10.566635170692566
YBX1,13.077046256974487,13.118251528338348,13.100672261933383,13.036282336042675,13.07828420610281,13.092853366527237,13.173246324486062,13.083818874251426,13.039431995878669,13.075187243839938,13.081238941553767,13.10201011857222,13.084375049711372,13.055825783291272,13.044816270428793,13.090921526571286,13.041823827077303,13.124522010694617,13.109097637293425,13.148272276669307,13.090722062842561,13.097915998516195,13.151727952114289,13.11333433252423
K,10.343686634966925,10.284036327917649,10.35922987495056,10.37080216568381,10.052343438163346,10.339057451032307,10.374271334282945,10.47222771791486,10.27127843601906,9.89483513224379,10.18743282505012,10.221421668950484,10.090062220530836,10.131241490033531,10.185442304427815,10.157295129385465,10.447228556990913,9.934997663800262,10.25205966661668,10.378792097481089,10.098083285270247,10.370100386116683,10.242394476180644,10.392147723557473
ATP6V0B,10.735233184801348,11.023769764402953,10.742391870928351,10.845174567844861,10.88686167965571,10.984394253202371,10.853281383514641,11.016274554345188,10.956105094124899,10.96037231681079,10.960060744190658,10.948532152522066,10.912823719281176,10.910411076809474,10.99288416837118,10.949033361998008,10.934946648536641,10.81344897257896,10.770958574040515,10.932051914132842,10.823049959218475,10.824072224806933,10.63509804523031,10.764730095782355
RPS8,12.36974636884636,12.240282955266895,12.360228123646346,12.274480892381671,12.296262059307097,12.327270764787023,12.387715440895054,12.366015344624888,12.426767714042569,12.348325337309602,12.41517316734756,12.363808068477672,12.361048770136476,12.348795057112948,12.330236847464437,12.351204093066695,12.356116596824561,12.283576455688236,12.35777536505166,12.354925014868675,12.33713867762194,12.385687294662112,12.300728677370484,12.428477599073045
SNORD46,9.469118244903116,10.35119938914465,10.000695287885442,10.014792896833242,9.875755957035183,10.360060690883996,9.95721941103341,9.91989487170345,10.047331758115776,10.195368989241818,10.064282376546963,10.25493553976516,10.354798165888335,10.03825474833864,10.133405855582188,10.184271828731374,10.245659670372104,10.386746671035146,10.323636066276737,10.715737390929947,10.335976553114794,10.213380236974388,9.824820846729544,10.13243548196019
TMEM69,9.817570854389986,10.089935280921187,9.934832311742593,9.943397070704094,10.103033108308647,10.1027384822008,9.964503955557152,9.984755018649881,9.638216042217273,9.518260089479194,9.825275146148902,9.821674834944158,9.929375463682154,9.766445506224205,9.825954346944995,9.83621861316012,9.826903366749576,9.859534013381712,9.747870908927446,9.874428836115959,9.845900639713212,9.796536076391597,9.982698571880343,9.832120777008479
OSBPL9,10.347469790118435,10.183221753726956,10.31336696986135,10.306951264406505,10.142145692931493,10.235382097004987,10.330224088398143,10.254811398867675,10.212272902044095,9.954042942167597,10.083533985619624,10.180284214676627,9.986128480780147,10.170111605508481,10.153265802451076,10.083198862865943,10.22324864352935,9.806090725684822,10.158770426165887,10.105609212662367,9.981201249679565,10.186979889888134,10.196455002564303,10.261966775056237
BTF3L4,10.606705993119594,10.693862968119861,10.636259442015293,10.665910112943388,10.78670990964033,10.6520047241917,10.726859288231651,10.542622225971572,10.64022072523941,10.056094402175718,10.69375014366115,10.682175108473695,10.70817089054485,10.64000766882267,10.772152766919731,10.732602132312186,10.472748048406933,10.367445194128637,10.57567296407414,10.441912265923575,10.654675822423098,10.563963230628712,10.71634637046913,10.591581938251805
GPX7,9.908914034605052,10.06271214669655,10.041903823933836,10.045488522721328,9.770589113334431,9.976568948475245,10.037412396855647,10.1303759538786,9.803622782162876,9.542696576997317,9.792099536503944,9.746483381458908,9.652546260910974,9.783905606643172,9.893515036245736,9.850641384693727,9.834312542469537,9.35808445668402,9.715247665540486,9.692787255043823,9.437503712265864,9.656046584320308,9.75699268263937,9.5580801355823
MRPL37,11.308481273724878,11.361084692327786,11.347850296637823,11.343303584699754,11.31889655481223,11.31366181421222,11.41571621649592,11.402978392126903,11.213664800630585,11.02826767110422,11.266819673626719,11.280452014319398,11.216543525464436,11.239424188838907,11.358504494796856,11.29971052978777,11.37591744382245,11.150827937475782,11.258117946698894,11.309950054547325,11.275823265318873,11.343198958771113,11.30090069471258,11.316037667323863
SRSF11,10.895767070066524,10.849033833452443,10.888880853086249,10.943440564987572,10.946473689850214,10.939005641498103,10.849431624226186,10.952503643416659,10.879687270385388,10.871130655072298,10.86998715355535,10.803753825077635,10.831641346864592,10.897760566584259,10.889837650272248,10.829670433060537,10.8624793147592,11.016933361080076,10.883801367247603,10.988288070563954,10.946506347116134,10.925799159484002,10.944135422008713,10.985233135001875
ACADM,10.21359814115915,10.227200662083249,10.260265714983994,10.265447178718734,9.989996840526468,10.117597849127792,10.242069600379885,10.378124539956058,10.690935646261503,10.178060355988013,10.56753739257493,10.603398079395488,10.361814663688222,10.559401852683633,10.608968376591125,10.62898889379786,10.468095378852109,10.093285850624717,10.476645615605909,10.211257723530805,10.286144520815323,10.366446185628822,10.383120332180251,10.539609505836722
RPL17,11.163800610046987,11.158025904506765,11.122470309873295,11.233679206120929,11.166049085177402,11.139562066627878,11.193680099612367,11.14811520096471,11.156862086522326,11.14150379069252,11.212456321582154,11.25399369525518,11.199972647681722,11.302826509225739,11.232030613381939,11.212942785584348,11.177116093404358,11.187531891218354,11.232316454028139,11.187844138870354,11.132240289912007,11.176116898656401,11.109299719170908,11.250222577428998
LPHN2,10.292133639767368,10.094024249668113,10.240462871441872,10.322029115819936,9.885610452073866,10.141222741595557,10.207351771160353,10.245973255649735,10.477031824386877,10.50356133748641,10.341944443980456,10.44747835808522,10.182898946030638,10.261021546787555,10.229716134803363,10.313955237920828,10.442234959063533,10.16948699630872,10.23686467674471,10.194138008528759,9.996131881445699,10.245246867530152,10.106254574593807,10.18366830668321
SH3GLB1,10.099973378103318,9.842472691903422,10.032192621590125,10.120027900895822,9.942218408180217,9.995554916695633,10.114017607008535,9.988213117543884,10.39177268272782,10.584133579078582,10.306074606558022,10.298135846033855,10.242484438694373,10.341777132187351,10.340595025325248,10.360756025781638,10.103452429797635,10.238986379839345,10.050176232100632,10.081153910517003,10.061615706612129,10.09021866327128,10.106644230851101,10.233441905419191
HIAT1,11.38566564549327,11.398165340450879,11.346718991622524,11.425451878607419,11.477332962285487,11.363533251763823,11.29681365104389,11.427659057371555,11.522309902408674,12.134771641742443,11.503514715950663,11.39519441948151,11.464977309976236,11.610961786305744,11.52336297999449,11.489155098274157,11.470234275358443,11.822621819540418,11.50040805822974,11.529405533667946,11.560412213860955,11.470765596076026,11.474807279698675,11.47667246228063
RTCD1,10.84197220514755,10.53989180021914,10.679038790071655,10.801200834080754,10.556006539866988,10.553942908781243,10.617386133192644,10.621464074995089,10.711091448041854,10.333153362391942,10.653281864900634,10.637958324410443,10.539526131368806,10.620298034107142,10.711476792767868,10.76341414526525,10.642109231124659,10.346676764786753,10.597395801568736,10.458520195776089,10.489128397421817,10.512854481339623,10.75609130871311,10.675867231051107
RPL17,11.748107922363161,11.787457159611076,11.787567531831714,11.814386455617424,11.766071463363206,11.797807005724419,11.776553654634176,11.810875736604698,11.805652614172384,11.785719238963855,11.826891873736493,11.87892822953658,11.816906925156179,11.91984590968953,11.81988703367111,11.813632591292965,11.802228319088528,11.799673056784318,11.86586755805829,11.845929596150118,11.771157062425093,11.79627977323282,11.707611906652657,11.863527264022576
SARS,9.812562677570368,10.067151027194432,9.884750539985713,9.98207855861069,9.963677933430548,10.036836939721894,9.980644946319297,10.096155705478079,10.19501080454319,9.966901071699363,10.164221169966137,10.159894865974032,10.098850259619207,10.146178477639625,10.239491653056438,10.093897893551876,10.091971165486694,9.804562482770987,9.9493374808924,9.983738116054004,9.906799798047519,10.048230397939559,9.957480818203168,9.923533289337627
GSTM4,10.2239767969584,10.224281398332387,10.176268820485307,10.22731261287601,9.94299686737914,10.06562508696025,10.175043791261647,10.169175603016763,9.803309380972749,9.174520097930799,9.710180448675322,9.70113352361878,9.578861091037167,9.70902397165024,9.71474462338947,9.622229033773294,9.745057494535434,8.865922919378509,9.43828198731958,9.51376179923607,9.305663077442532,9.468730265011045,9.602165266600156,9.498983482046937
GSTM1,11.097665453324277,10.957736418257621,11.016377927155467,11.038886963921671,10.7297825856575,10.84801828562797,11.075847467261282,10.90460531622647,10.551086623178467,10.271087966594122,10.40589370085343,10.622741053897801,10.521123997422714,10.55210309737611,10.56496359717667,10.573660759319583,10.45535067410171,10.093858564931677,10.30841108629318,10.529447596499695,10.357032060047501,10.303483810647611,10.459293134888167,10.390558566489396
AHCYL1,11.125378566061139,11.021310384667638,11.072122230918124,11.102667875172523,11.037413692678328,10.962330344735019,11.031670229504401,11.16393768185034,11.4650966627798,11.487787214911018,11.35188585091774,11.380864075671962,11.381436200001392,11.493612578194492,11.386366216545682,11.400823343067302,11.281329875049433,11.277317418358683,11.180803439021394,11.190583694670797,11.2475761241397,11.235915637050864,11.387314463157066,11.348040692053305
CD53,12.39894071693355,12.446011069873807,12.435044427888142,12.452475528231748,12.296272039553237,12.358350356487522,12.4490916032653,12.468766274961332,12.485863363375717,12.453627074696623,12.511141939828436,12.48238717904081,12.433592390651919,12.494830070967721,12.540973503953772,12.556209076759254,12.635176497063418,12.440369556742942,12.579592227070801,12.516067091951253,12.518018267301448,12.546662334783418,12.52708898929999,12.58279574455167
CEPT1,10.088734004465364,9.741055269753218,10.033003557043571,9.983002426959894,9.859917306410928,9.812271379908871,9.903154791498801,9.972694259945674,10.122658184739509,9.858666230841235,9.982408175889754,10.000915745811518,9.80192799669456,9.919274053746884,9.961812127991838,10.048710925962126,10.058159092773602,9.6902708118644,9.938435075659264,9.956339547548675,9.863226485218656,9.844011649360018,9.979824107643845,9.865700965167745
RAP1A,10.114165214094964,9.938477479140214,10.08564428067576,10.13396591473556,9.948309352399487,9.943428057389587,10.088259217587591,10.181611131059237,10.248429186310783,9.887362917736722,10.187951521253114,10.256250981616942,10.171214735509974,10.21514222990921,10.303137152630743,10.24652345140958,10.19043930132376,9.919183715594558,10.14453511986478,10.11377770504904,10.027415490417825,10.092661471268643,10.226178781165569,10.198800280274831
HIPK1,10.779980504066971,10.667299667482746,10.666193972951058,10.670389474636504,10.627964114536733,10.63057121310913,10.665183144618153,10.636094107986233,10.626403036984623,10.560602295824282,10.626110163805334,10.570820962626776,10.56449690155309,10.598331875862886,10.61601352583162,10.591781370881698,10.597557914676177,10.477285769632005,10.68782598471467,10.596371031053419,10.742493667277161,10.606812485664424,10.685673429189842,10.574820828797941
ATP1A1,11.822660098880634,11.833205621679364,11.869972590069935,11.81826590279807,11.879117711391524,11.769569205409285,11.722977004588596,11.856419229717545,11.966999156590946,12.018957854840021,11.907978055162232,11.910498833979307,11.908599115553873,11.936540189955164,11.911952286617248,11.983392537213803,11.896244331472268,11.994606921158706,11.882222165578382,11.910374384979631,11.955572538942448,11.888635936247873,11.850316017496985,11.935099300277267
PHGDH,8.817333656536674,8.573823649894393,8.730486039806305,8.732736589239902,8.36208994990949,8.679377235302631,8.743547297567162,8.686651230429545,11.324506691196147,11.330227300335372,11.33759178055446,11.359807040574903,11.252103733463022,11.237027880666805,11.313084706624055,11.291641428432458,10.964477061982686,10.607372298267395,10.735860146777043,10.529216791432258,10.577575510272448,10.698017325238096,10.651453616850569,10.571882387426779
SRGAP2,11.567417226317184,11.250952468082973,11.458868361369161,11.363950642503957,11.24753779491089,11.264370742506921,11.403536978019712,11.385763051935953,11.388969210749995,11.932404619558051,11.174521674274725,11.176731417400232,11.13351994440533,11.183799885394016,11.18444845266998,11.182230391166536,11.388772448928677,11.97458201565393,11.308091469310716,11.289940258700852,11.222425381038867,11.369919674119316,11.335859854822102,11.292710040928327
NBPF10,12.058036402725174,11.89042119170052,11.976445411642464,11.982422510560486,12.133464284270639,11.994861223160964,11.878627272339527,11.81919281015446,12.007601131861348,12.14256505776248,12.047926280700812,12.024952240552771,12.13653079301919,12.046860227428253,12.007844042121167,11.958497865254634,11.977806430952787,12.339179981560502,12.207524905988715,12.044542374180907,12.260298063374632,12.106726630569817,12.07959375576315,12.334837268439026
NBPF16,10.047359498125823,9.890099680200432,10.030791004757015,9.93798684165913,10.1729247720274,10.007688565406522,9.854363842220637,9.783382635097302,9.96099824113082,10.043840413420696,10.021450040092034,9.897445282153564,10.070595171315825,10.064584184379596,9.92891317436031,9.897011820482255,9.986270334498991,10.255363999494529,10.211922900606185,10.024099901346931,10.26976357614282,10.128782992803417,10.080757067706267,10.236920060511585
TXNIP,12.505829862484177,12.313754425489764,12.340575453336344,12.406602065178149,12.169682597512873,12.308639019859037,12.347347964927529,12.511213411776739,12.375251767614403,12.289381335524974,12.219534924475987,12.212681737551545,12.119322956570953,12.314487911782372,12.225516234496476,12.219329076101726,12.477777889300237,12.280562169862128,12.38798540412606,12.310459916876837,12.287296656941573,12.306055758551356,12.29693202665839,12.384370994410016
PEX11B,10.724244019837435,10.779911266420068,10.806676025824187,10.855273128804786,10.57097690907706,10.755239800680444,10.7931951404904,10.856236022220811,10.52538372046105,10.1051103571958,10.542141228482187,10.492960756657384,10.398171070018709,10.478726144222907,10.47765157787652,10.538973585345266,10.664941404780564,10.163146948454473,10.569495001086722,10.551685162997078,10.438497294650519,10.523376576443018,10.57921734145993,10.564286416535344
NBPF11,12.170400114063833,11.976759416880094,12.172341387167585,12.089957186920872,12.275123897982475,12.11186497903795,12.105873063480965,11.922274419318786,12.158484279913061,12.134912607923685,12.141481120852369,12.137382657005693,12.353206216567239,12.189200932851037,12.198152755268195,12.066225349274818,12.169247739445789,12.343389934097635,12.381527533430472,12.169999980837177,12.348026012800617,12.210095452589373,12.129939342442741,12.357495250032294
PDIA3P,11.706473199002616,11.489752241894845,11.605857920967455,11.683465111845887,11.623803054636827,11.521953115190186,11.581045879029254,11.613059653537432,11.581345474836366,11.657601118241685,11.619862264253015,11.604818050937565,11.583969150679028,11.59288962884115,11.683099532080929,11.615501286532709,11.491462080202341,11.541529618636448,11.544063664000056,11.48419784545914,11.56944171019263,11.399453623267762,11.540039733644107,11.610491481050921
